beta_name,beta_motion,beta_stability,beta_energy,lambda_motion,lambda_stability,lambda_energy,group,terrain,seed,episode_index,raw_path,policy_steps,settling_steps,decision_time_s,progress_m,energy_abs_j,roll_rms_rad,pitch_rms_rad,max_abs_roll_rad,max_abs_pitch_rad,established_slip_fraction_ge_0p002,established_slip_fraction_ge_0p05,established_slip_fraction_ge_0p10,J_motion_s_per_m,J_stability_attitude,J_stability_slip,J_stability,J_stability_dominant,J_energy_j_per_m,J_motion_normalized,J_stability_normalized,J_energy_normalized,pareto_context_group,pareto_context_seed,is_pareto,dominated_by_count
lm060_ls000_le040,0.48,0.15,0.37,0.6,0.0,0.4,flat,flat,27102,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm060_ls000_le040/flat/episode_0002.jsonl,38,5,7.6,1.6890744194255338,170.39250985247165,0.0031690452015637562,0.028212704925141437,0.005824878116498369,0.04427897752494725,0.039478162223490834,0.003289846851957687,0.0002268859897902183,4.499505713066695,0.1077645947239037,0.039478162223490834,0.1077645947239037,attitude,100.87921994012753,-0.08508825791770544,-0.6577415887763526,-0.3115157180853802,flat,27102,0,5
lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,flat,flat,27102,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls060_le000/flat/episode_0002.jsonl,38,5,7.6,1.697713380161425,170.82533956479557,0.0031937947363089095,0.028236475934890832,0.005920326911790549,0.04446272038977628,0.03945578231293331,0.003514739229025777,0.00022675736961460036,4.476609590764586,0.10785539329279735,0.03945578231293331,0.10785539329279735,attitude,100.62083597912908,-0.38671834724544113,-0.6573238520473138,-0.3196221834252244,flat,27102,0,3
lm040_ls040_le020,0.37,0.37,0.26,0.4,0.4,0.2,flat,flat,27102,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls040_le020/flat/episode_0002.jsonl,38,5,7.6,1.693806062616045,170.55445069049574,0.0031819666780354403,0.02825334141595883,0.005883943922914046,0.04438505889281319,0.039464731231579925,0.0034021320027225205,0.00022680880018153494,4.4869363546036505,0.10791981468510763,0.039464731231579925,0.10791981468510763,attitude,100.69302174245277,-0.2506751055932724,-0.6570274687228659,-0.31735744769568275,flat,27102,0,5
lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,flat,flat,27102,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls020_le040/flat/episode_0002.jsonl,38,5,7.6,1.6883711608399388,170.3485305982671,0.0031698711916653493,0.028227202635883086,0.0058321428737415915,0.04430153148995619,0.039478162223490834,0.003289846851957687,0.0002268859897902183,4.501379895768366,0.1078199718997769,0.039478162223490834,0.1078199718997769,attitude,100.89519090904237,-0.06039805543439591,-0.6574868151538766,-0.3110146494220947,flat,27102,0,6
lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,flat,flat,27102,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls000_le060/flat/episode_0002.jsonl,38,5,7.6,1.6821341547837196,170.0148457673998,0.0031404219943801733,0.0282421375722712,0.00583657445141973,0.04422270661487682,0.039487121298090525,0.0032905934415076604,0.00022693747872469923,4.518070082809281,0.10787701915459925,0.039487121298090525,0.10787701915459925,attitude,101.07091951251621,0.15947597133843514,-0.65722435800372,-0.3055013899001985,flat,27102,0,9
lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,flat,flat,27102,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls080_le000/flat/episode_0002.jsonl,38,5,7.6,1.6962781232349418,170.7289320009615,0.0031935612689669565,0.0282529309870039,0.005924412238111083,0.04448357757332344,0.03945578231293331,0.003514739229025777,0.00022675736961460036,4.480397345163054,0.10791824696198046,0.03945578231293331,0.10791824696198046,attitude,100.64913864205676,-0.33681903755071624,-0.6570346813423946,-0.3187342236805023,flat,27102,0,4
lm020_ls060_le020,0.26,0.48,0.26,0.2,0.6,0.2,flat,flat,27102,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls060_le020/flat/episode_0002.jsonl,38,5,7.6,1.6927022787537753,170.47985120563322,0.00318159450915394,0.02826944442838906,0.005888943320569667,0.044405314567796506,0.039464731231579925,0.0034021320027225205,0.00022680880018153494,4.489862213451604,0.10798132366175422,0.039464731231579925,0.10798132366175422,attitude,100.71461080039796,-0.21213027891808342,-0.6567444845412433,-0.31668011869555324,flat,27102,0,6
lm020_ls040_le040,0.26,0.36999999999999994,0.37,0.2,0.4,0.4,flat,flat,27102,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls040_le040/flat/episode_0002.jsonl,38,5,7.6,1.6875652540608257,170.2897225401342,0.0031703153951109534,0.028241289232105803,0.005839029330457249,0.04432422139164882,0.03936471922859575,0.003289846851957687,0.0002268859897902183,4.503529556390161,0.10787377873386135,0.03936471922859575,0.10787377873386135,attitude,100.90852613275976,-0.03207874805034288,-0.6572392661985986,-0.3105962738834337,flat,27102,0,8
lm020_ls020_le060,0.26,0.26,0.48,0.2,0.2,0.6,flat,flat,27102,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls020_le060/flat/episode_0002.jsonl,38,5,7.6,1.6815795626380772,169.9759310494993,0.003141117043771982,0.028255200781392036,0.0058292778213281885,0.0442413239578876,0.039487121298090525,0.0032905934415076604,0.00022693747872469923,4.519560161683371,0.10792691693790064,0.039487121298090525,0.10792691693790064,attitude,101.08111137057324,0.17910604746952433,-0.6569947934077514,-0.3051816334270465,flat,27102,0,13
lm020_ls000_le080,0.26,0.15,0.59,0.2,0.0,0.8,flat,flat,27102,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls000_le080/flat/episode_0002.jsonl,38,5,7.6,1.6750755495211178,169.48243011995274,0.0031208076766035477,0.02826323571049068,0.0058668766756774515,0.04416418325509208,0.039373652558728184,0.0032905934415076604,0.00022693747872469923,4.5371087902111285,0.10795760810630325,0.039373652558728184,0.10795760810630325,attitude,101.17897677415537,0.4102890539439158,-0.6568535926327269,-0.30211123192440364,flat,27102,0,15
lm000_ls100_le000,0.15,0.7,0.15,0.0,1.0,0.0,flat,flat,27102,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls100_le000/flat/episode_0002.jsonl,38,5,7.6,1.694741097339714,170.62558086005194,0.003193178019850939,0.028270259195387372,0.005928644080598042,0.044503826349143516,0.03945578231293331,0.003401360544218502,0.00022675736961460036,4.484460789869289,0.1079844358424402,0.03945578231293331,0.1079844358424402,attitude,100.67943777836511,-0.28328782499218835,-0.6567301663400229,-0.31778362714439456,flat,27102,0,5
lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,flat,flat,27102,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls080_le020/flat/episode_0002.jsonl,38,5,7.6,1.6914000425548534,170.32405923426828,0.0031797653355389805,0.028254120275960304,0.005893653713647121,0.04442454629693615,0.039460256264890775,0.003401746229732076,0.000226783081982172,4.493319030854598,0.10792278971116868,0.039460256264890775,0.10792278971116868,attitude,100.70004431180836,-0.16659068368459273,-0.6570137815285555,-0.31713712359020146,flat,27102,0,6
lm000_ls060_le040,0.15,0.48,0.37,0.0,0.6,0.4,flat,flat,27102,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls060_le040/flat/episode_0002.jsonl,38,5,7.6,1.6866532905020208,170.22687621618377,0.0031697718346813783,0.028255763342670274,0.005844181861292539,0.044342932374464405,0.03936471922859575,0.003289846851957687,0.0002268859897902183,4.5059645884530966,0.10792906576369801,0.03936471922859575,0.10792906576369801,attitude,100.92582582014641,0.0,-0.6569849073107477,-0.3100535183824802,flat,27102,0,12
lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,flat,flat,27102,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls040_le060/flat/episode_0002.jsonl,38,5,7.6,1.680928564611603,169.92709727817433,0.0031415879043306225,0.028268487705770697,0.0058215085483048976,0.04426152310210818,0.039487121298090525,0.0032905934415076604,0.00022693747872469923,4.5213105184848015,0.10797766925054109,0.039487121298090525,0.10797766925054109,attitude,101.09120688149996,0.20216498607076905,-0.6567612973809758,-0.30486489972152075,flat,27102,0,15
lm000_ls020_le080,0.15,0.26,0.59,0.0,0.2,0.8,flat,flat,27102,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls020_le080/flat/episode_0002.jsonl,38,5,7.6,1.6746247600382078,169.44857049494627,0.0031218572728155666,0.02827568593838561,0.005860110671907146,0.044183727549456764,0.039373652558728184,0.0032905934415076604,0.00022693747872469923,4.538330127058792,0.10800516447379362,0.039373652558728184,0.10800516447379362,attitude,101.18599374529741,0.42637876282995407,-0.6566348001821141,-0.30189108345569143,flat,27102,0,19
lm000_ls000_le100,0.15,0.15,0.7,0.0,0.0,1.0,flat,flat,27102,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls000_le100/flat/episode_0002.jsonl,38,5,7.6,1.66801816484001,169.00139835600916,0.003112905112560862,0.02827722937492661,0.0058966849093821765,0.04411069462710593,0.03937812074444752,0.0032909668633689304,0.00022696323195651097,4.556305297028323,0.10801105996711,0.03937812074444752,0.10801105996711,attitude,101.3186798071945,0.6631809624361098,-0.6566076768020425,-0.29772822846386915,flat,27102,0,20
lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm100_ls000_le000/low_friction/episode_0000.jsonl,38,5,7.6,1.6742948798906299,185.14915166500603,0.0028409590221638455,0.02712612316831215,0.009683075869299992,0.04481105030780741,0.25137314479378425,0.08531027229170884,0.05036811966811883,4.539224297512309,0.10361415813975515,0.25137314479378425,0.25137314479378425,slip,110.58335893441934,0.43815843059245824,0.0029578770759679015,-0.00706080491555271,low_friction,27200,1,0
lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm080_ls020_le000/low_friction/episode_0000.jsonl,38,5,7.6,1.6730723469352264,184.89467170129905,0.002841220713224474,0.027114654466108383,0.009629220888097015,0.04470784641249037,0.2509052680762073,0.08562083868708718,0.049643733208747966,4.542541160232466,0.10357035092423726,0.2509052680762073,0.2509052680762073,slip,110.51206006721317,0.4818542837752827,0.0008053179335113899,-0.009297715417054115,low_friction,27200,1,0
lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm080_ls000_le020/low_friction/episode_0000.jsonl,38,5,7.6,1.6681231694994865,184.6387787413338,0.0027440905091893554,0.027293260751482737,0.009383633208032167,0.04500024374722056,0.2507302254936805,0.08458932118239886,0.04965533356701628,4.556018487699771,0.10425257668066791,0.2507302254936805,0.2507302254936805,slip,110.68653809102952,0.6594025792562155,0.0,-0.0038236912277575404,low_friction,27200,0,3
lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm060_ls040_le000/low_friction/episode_0000.jsonl,38,5,7.6,1.672285181217058,184.95337807358572,0.0029230306377957013,0.027113898164015365,0.009923414105634104,0.04468536278107482,0.2505255781359973,0.08584442887177687,0.05092268161645563,4.544679391626769,0.10356746206303948,0.2505255781359973,0.2505255781359973,slip,110.59918496615518,0.5100230242264727,-0.000941520542081912,-0.006564283470343332,low_friction,27200,1,0
lm060_ls020_le020,0.48,0.26,0.26,0.6,0.2,0.2,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm060_ls020_le020/low_friction/episode_0000.jsonl,38,5,7.6,1.66711092455902,184.65427422027074,0.0028553352059299012,0.027193404443469224,0.00942916317952867,0.04488038526335214,0.2507302254936805,0.08493982941934237,0.04988900572497869,4.558784834314689,0.10387115368020573,0.2507302254936805,0.2507302254936805,slip,110.76304011931,0.6958460156407341,0.0,-0.0014235382217925743,low_friction,27200,0,5
lm060_ls000_le040,0.48,0.15,0.37,0.6,0.0,0.4,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm060_ls000_le040/low_friction/episode_0000.jsonl,38,5,7.6,1.6612214280123316,184.2318401384618,0.002829110457722607,0.02724511058871211,0.009689454220684693,0.04470083341188236,0.25000000000004763,0.08278841662776128,0.048341896310146015,4.5749470069703335,0.10406865660669291,0.25000000000004763,0.25000000000004763,slip,110.90143495132799,0.9087640599072767,-0.003359546443162525,0.0029184221097702384,low_friction,27200,0,3
lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls060_le000/low_friction/episode_0000.jsonl,38,5,7.6,1.671350957291653,184.89688471730457,0.0029226184169102547,0.02712718067309844,0.009918411555085441,0.04466344613537543,0.25017519271203076,0.08596122401309901,0.050922681616455676,4.547219700831385,0.10361819751049309,0.25017519271203076,0.25017519271203076,slip,110.62720484327328,0.5434886775890049,-0.002553537809469413,-0.00568519576765918,low_friction,27200,1,0
lm040_ls040_le020,0.37,0.37,0.26,0.4,0.4,0.2,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls040_le020/low_friction/episode_0000.jsonl,38,5,7.6,1.6663864957040926,184.61332894697384,0.002854973825542895,0.027207176700306906,0.00943106409292918,0.04488090118525778,0.2507302254936805,0.08493982941934237,0.0501226778829411,4.5607666766339205,0.10392375982628368,0.2507302254936805,0.2507302254936805,slip,110.78662088471246,0.721954509816989,0.0,-0.0006837219550113481,low_friction,27200,0,6
lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls020_le040/low_friction/episode_0000.jsonl,38,5,7.6,1.6606291115226415,184.19225342193886,0.0028293381089224013,0.027255520074044606,0.009700285163578078,0.044682280877865965,0.24988323213456426,0.08278841662776128,0.048808967772079756,4.576578808155128,0.10410841791178993,0.24988323213456426,0.24988323213456426,slip,110.91715311015582,0.9302611645540928,-0.0038967600444142396,0.0034115591808626658,low_friction,27200,0,1
lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls000_le060/low_friction/episode_0000.jsonl,39,5,7.800000000000001,1.6963582285378398,188.45310003522124,0.0028457836085742025,0.027381855521503004,0.009589322843136872,0.04482422379802964,0.2530325359936935,0.08287042285456589,0.051014624192277924,4.598085397754187,0.10459098377460747,0.2530325359936935,0.2530325359936935,slip,111.09274967095638,1.213585757963597,0.01059223365770764,0.008920676033259455,low_friction,27200,0,15
lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls080_le000/low_friction/episode_0000.jsonl,38,5,7.6,1.6702606559221165,184.83484898150815,0.002926937986263713,0.02713167183415182,0.009949098979391807,0.04462998930136197,0.24997079780404255,0.08562083868708713,0.0506950122649332,4.550188003922176,0.10363535248205791,0.24997079780404255,0.24997079780404255,slip,110.6622779661086,0.5825926583685176,-0.0034938969069258745,-0.004584821527996526,low_friction,27200,1,0
lm020_ls060_le020,0.26,0.48,0.26,0.2,0.6,0.2,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls060_le020/low_friction/episode_0000.jsonl,38,5,7.6,1.6655750063634596,184.5597243710019,0.0028414832319065926,0.027226036381499476,0.009514054223915939,0.044852525068248994,0.25055484172414566,0.08620488260718998,0.05127905618503612,4.5629887402029965,0.10399579850197012,0.25055484172414566,0.25055484172414566,slip,110.8084137105066,0.7512276427950816,-0.0008068876316518659,0.0,low_friction,27200,0,4
lm020_ls040_le040,0.26,0.36999999999999994,0.37,0.2,0.4,0.4,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls040_le040/low_friction/episode_0000.jsonl,38,5,7.6,1.6599550296125505,184.14870033680364,0.0028298706039088777,0.027265377693690095,0.00971169746908604,0.04466272751568123,0.24976646426908078,0.08290518449324472,0.048925735637563195,4.578437285601594,0.10414607124523872,0.24976646426908078,0.24976646426908078,slip,110.93595733119693,0.9547444683552546,-0.004433973645666465,0.0040015174953163726,low_friction,27200,0,1
lm020_ls020_le060,0.26,0.26,0.48,0.2,0.2,0.6,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls020_le060/low_friction/episode_0000.jsonl,39,5,7.800000000000001,1.6958104729852534,188.4102035887455,0.0028444194309649824,0.02739286061343252,0.009600569462808125,0.04480729375701298,0.2529191701621552,0.08264369119148912,0.05124135585535469,4.599570603116465,0.1046330201293218,0.2529191701621552,0.2529191701621552,slip,111.10333766076694,1.2331516311792856,0.01007067178477722,0.009252860632049022,low_friction,27200,0,15
lm020_ls000_le080,0.26,0.15,0.59,0.2,0.0,0.8,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls000_le080/low_friction/episode_0000.jsonl,39,5,7.800000000000001,1.6912602752838568,188.16966481141043,0.0026866576780998205,0.02764540994681745,0.00924777877132495,0.04523146162503644,0.2545062918036926,0.08355061784379621,0.0504477950345859,4.6119453723294415,0.10559768752410838,0.2545062918036926,0.2545062918036926,slip,111.2600275435598,1.3961749891902824,0.01737253800580767,0.014168804714089904,low_friction,27200,0,18
lm000_ls100_le000,0.15,0.7,0.15,0.0,1.0,0.0,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls100_le000/low_friction/episode_0000.jsonl,38,5,7.6,1.6691428622528075,184.7727288020379,0.002925439050601024,0.02714525343074203,0.009952362999014553,0.0446141480147193,0.2499707978040426,0.08562083868708707,0.0505782034809126,4.553235179487535,0.1036872303596358,0.2499707978040426,0.2499707978040426,slip,110.69916960412483,0.6227356933265352,-0.003493896906925619,-0.0034273937071944423,low_friction,27200,0,1
lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls080_le020/low_friction/episode_0000.jsonl,38,5,7.6,1.6641651754594964,183.83667259223864,0.002926704147814697,0.02719780499931404,0.009850914353247793,0.04467590120171305,0.2496795992077843,0.08644995922173546,0.0520796924152507,4.566854367627028,0.10388796256536703,0.2496795992077843,0.2496795992077843,slip,110.4678040997217,0.8021528400766713,-0.004833613496997678,-0.010686189628706147,low_friction,27200,1,0
lm000_ls060_le040,0.15,0.48,0.37,0.0,0.6,0.4,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls060_le040/low_friction/episode_0000.jsonl,38,5,7.6,1.659695628839353,184.10827006838448,0.002759162469502999,0.02736343450612461,0.009251045276465282,0.04504775594514432,0.2501460450987745,0.08517350157730483,0.04907115317211024,4.579152868718935,0.10452062067890563,0.2501460450987745,0.2501460450987745,slip,110.92893592612148,0.9641714532724782,-0.002687637154528539,0.003781229917630876,low_friction,27200,0,5
lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls040_le060/low_friction/episode_0000.jsonl,39,5,7.800000000000001,1.6951938650206613,188.3732798774758,0.0028442509033953555,0.02740489520106913,0.009604986815025581,0.04479511476674736,0.25314590182523194,0.08264369119148912,0.051354721686893076,4.6012436459029615,0.10467898886797232,0.25314590182523194,0.25314590182523194,slip,111.12196885822252,1.255192046516059,0.011113795530638567,0.009837390553448956,low_friction,27200,0,17
lm000_ls020_le080,0.15,0.26,0.59,0.0,0.2,0.8,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls020_le080/low_friction/episode_0000.jsonl,39,5,7.800000000000001,1.6906720075835773,188.09545282941465,0.002683510900944877,0.02765229426110375,0.009364759699287288,0.0450740100014182,0.25405282847753896,0.08343725201225782,0.0503344292030475,4.6135500942896,0.10562398366767149,0.25405282847753896,0.25405282847753896,slip,111.25484540212705,1.4173153561835299,0.01528629051408421,0.014006221673917952,low_friction,27200,0,18
lm000_ls000_le100,0.15,0.15,0.7,0.0,0.0,1.0,low_friction,low_friction,27200,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls000_le100/low_friction/episode_0000.jsonl,39,5,7.800000000000001,1.6859831660172444,187.89576374428847,0.0026792091270272022,0.027687677357595177,0.009214318885709488,0.04524040421818665,0.2546464188577031,0.08397552130554478,0.050317316409800805,4.626380711988806,0.10575913714067568,0.2546464188577031,0.2546464188577031,slip,111.44581246807458,1.5863439939448283,0.0180172201622054,0.019997568409115422,low_friction,27200,0,20
lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,low_friction,low_friction,27201,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm100_ls000_le000/low_friction/episode_0001.jsonl,38,5,7.6,1.6742948798906299,185.14915166500603,0.0028409590221638455,0.02712612316831215,0.009683075869299992,0.04481105030780741,0.25137314479378425,0.08531027229170884,0.05036811966811883,4.539224297512309,0.10361415813975515,0.25137314479378425,0.25137314479378425,slip,110.58335893441934,0.43815843059245824,0.0029578770759679015,-0.00706080491555271,low_friction,27201,1,0
lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,low_friction,low_friction,27201,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm080_ls020_le000/low_friction/episode_0001.jsonl,38,5,7.6,1.6730723469352264,184.89467170129905,0.002841220713224474,0.027114654466108383,0.009629220888097015,0.04470784641249037,0.2509052680762073,0.08562083868708718,0.049643733208747966,4.542541160232466,0.10357035092423726,0.2509052680762073,0.2509052680762073,slip,110.51206006721317,0.4818542837752827,0.0008053179335113899,-0.009297715417054115,low_friction,27201,1,0
lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,low_friction,low_friction,27201,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm080_ls000_le020/low_friction/episode_0001.jsonl,38,5,7.6,1.6681231694994865,184.6387787413338,0.0027440905091893554,0.027293260751482737,0.009383633208032167,0.04500024374722056,0.2507302254936805,0.08458932118239886,0.04965533356701628,4.556018487699771,0.10425257668066791,0.2507302254936805,0.2507302254936805,slip,110.68653809102952,0.6594025792562155,0.0,-0.0038236912277575404,low_friction,27201,0,3
lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,low_friction,low_friction,27201,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm060_ls040_le000/low_friction/episode_0001.jsonl,38,5,7.6,1.672285181217058,184.95337807358572,0.0029230306377957013,0.027113898164015365,0.009923414105634104,0.04468536278107482,0.2505255781359973,0.08584442887177687,0.05092268161645563,4.544679391626769,0.10356746206303948,0.2505255781359973,0.2505255781359973,slip,110.59918496615518,0.5100230242264727,-0.000941520542081912,-0.006564283470343332,low_friction,27201,1,0
lm060_ls020_le020,0.48,0.26,0.26,0.6,0.2,0.2,low_friction,low_friction,27201,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm060_ls020_le020/low_friction/episode_0001.jsonl,38,5,7.6,1.66711092455902,184.65427422027074,0.0028553352059299012,0.027193404443469224,0.00942916317952867,0.04488038526335214,0.2507302254936805,0.08493982941934237,0.04988900572497869,4.558784834314689,0.10387115368020573,0.2507302254936805,0.2507302254936805,slip,110.76304011931,0.6958460156407341,0.0,-0.0014235382217925743,low_friction,27201,0,5
lm060_ls000_le040,0.48,0.15,0.37,0.6,0.0,0.4,low_friction,low_friction,27201,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm060_ls000_le040/low_friction/episode_0001.jsonl,38,5,7.6,1.6612214280123316,184.2318401384618,0.002829110457722607,0.02724511058871211,0.009689454220684693,0.04470083341188236,0.25000000000004763,0.08278841662776128,0.048341896310146015,4.5749470069703335,0.10406865660669291,0.25000000000004763,0.25000000000004763,slip,110.90143495132799,0.9087640599072767,-0.003359546443162525,0.0029184221097702384,low_friction,27201,0,3
lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,low_friction,low_friction,27201,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls060_le000/low_friction/episode_0001.jsonl,38,5,7.6,1.671350957291653,184.89688471730457,0.0029226184169102547,0.02712718067309844,0.009918411555085441,0.04466344613537543,0.25017519271203076,0.08596122401309901,0.050922681616455676,4.547219700831385,0.10361819751049309,0.25017519271203076,0.25017519271203076,slip,110.62720484327328,0.5434886775890049,-0.002553537809469413,-0.00568519576765918,low_friction,27201,1,0
lm040_ls040_le020,0.37,0.37,0.26,0.4,0.4,0.2,low_friction,low_friction,27201,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls040_le020/low_friction/episode_0001.jsonl,38,5,7.6,1.6663864957040926,184.61332894697384,0.002854973825542895,0.027207176700306906,0.00943106409292918,0.04488090118525778,0.2507302254936805,0.08493982941934237,0.0501226778829411,4.5607666766339205,0.10392375982628368,0.2507302254936805,0.2507302254936805,slip,110.78662088471246,0.721954509816989,0.0,-0.0006837219550113481,low_friction,27201,0,6
lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,low_friction,low_friction,27201,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls020_le040/low_friction/episode_0001.jsonl,38,5,7.6,1.6606291115226415,184.19225342193886,0.0028293381089224013,0.027255520074044606,0.009700285163578078,0.044682280877865965,0.24988323213456426,0.08278841662776128,0.048808967772079756,4.576578808155128,0.10410841791178993,0.24988323213456426,0.24988323213456426,slip,110.91715311015582,0.9302611645540928,-0.0038967600444142396,0.0034115591808626658,low_friction,27201,0,1
lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,low_friction,low_friction,27201,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls000_le060/low_friction/episode_0001.jsonl,39,5,7.800000000000001,1.6963582285378398,188.45310003522124,0.0028457836085742025,0.027381855521503004,0.009589322843136872,0.04482422379802964,0.2530325359936935,0.08287042285456589,0.051014624192277924,4.598085397754187,0.10459098377460747,0.2530325359936935,0.2530325359936935,slip,111.09274967095638,1.213585757963597,0.01059223365770764,0.008920676033259455,low_friction,27201,0,15
lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,low_friction,low_friction,27201,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls080_le000/low_friction/episode_0001.jsonl,38,5,7.6,1.6702606559221165,184.83484898150815,0.002926937986263713,0.02713167183415182,0.009949098979391807,0.04462998930136197,0.24997079780404255,0.08562083868708713,0.0506950122649332,4.550188003922176,0.10363535248205791,0.24997079780404255,0.24997079780404255,slip,110.6622779661086,0.5825926583685176,-0.0034938969069258745,-0.004584821527996526,low_friction,27201,1,0
